film,oseba,vloga,mesto
2267968,186505,I,2
2267968,163,I,3
2267968,1401,I,4
2267998,255,I,1
2267998,683253,I,2
2267998,439,I,3
2267998,1347153,I,4
2268016,1475594,I,1
2268016,542133,I,2
2268016,93589,I,3
2268016,735226,I,4
2273657,290556,I,1
2273657,1706767,I,2
2273657,428065,I,3
2273657,1978694,I,4
2274648,1092086,I,1
2274648,170,I,2
2274648,574534,I,3
2274648,7603745,I,4
2278388,146,I,1
2278388,719,I,2
2278388,23832,I,3
2278388,4778,I,4
2278871,2244205,I,1
2278871,2650819,I,2
2278871,444248,I,3
2278871,714534,I,4
2279339,188,I,1
2279339,473,I,2
2279339,422,I,3
2279339,1159180,I,4
2279373,444786,I,1
2279373,104,I,2
2279373,265067,I,3
2279373,317,I,4
2281375,659363,I,1
2281375,3241371,I,2
2281375,261595,I,3
2281375,5044,I,4
2282016,426209,I,1
2282016,3993221,I,2
2282016,682999,I,3
2282016,1617837,I,4
2283336,1165110,I,1
2283336,1935086,I,2
2283336,3529685,I,3
2283336,272581,I,4
2283362,425005,I,1
2283362,2394794,I,2
2283362,366389,I,3
2283362,85312,I,4
2283748,712546,I,1
2283748,474774,I,2
2283748,149822,I,3
2283748,542498,I,4
2288064,566,I,1
2288064,1564087,I,2
2288064,1036340,I,3
2288064,749,I,4
2294189,96,I,1
2294189,1946193,I,2
2294189,1487,I,3
2294189,4957233,I,4
2294449,1475594,I,1
2294449,1706767,I,2
2294449,1084,I,3
2294449,644406,I,4
2294629,68338,I,1
2294629,579953,I,2
2294629,2676147,I,3
2294629,1265802,I,4
2294677,1128572,I,1
2294677,577329,I,2
2294677,1143861,I,3
2294677,1117791,I,4
2295809,192,I,1
2295809,2860033,I,2
2295809,1468674,I,3
2295809,453746,I,4
2296682,1667,I,1
2296682,2681284,I,2
2296682,470981,I,3
2296682,810729,I,4
2297757,2358709,I,1
2297757,5739144,I,2
2297757,6637563,I,3
2297757,9462983,I,4
2300923,1612,I,1
2300923,1128574,I,2
2300923,925033,I,3
2300923,620232,I,4
2300975,3512758,I,1
2300975,916406,I,2
2300975,141710,I,3
2300975,28625,I,4
2302755,124930,I,1
2302755,1173,I,2
2302755,151,I,3
2302755,291,I,4
2302966,1417314,I,1
2302966,3367112,I,2
2302966,329730,I,3
2302966,1574606,I,4
2303687,1161994,I,1
2303687,566049,I,2
2303687,1160,I,3
2303687,971135,I,4
2304426,5519350,I,1
2304426,5649091,I,2
2304426,318409,I,3
2304426,38690,I,4
2304933,1631269,I,1
2304933,2832703,I,2
2304933,4388400,I,3
2304933,3173395,I,4
2305051,702,I,1
2305051,368,I,2
2305051,451,I,3
2305051,401264,I,4
2306299,935395,I,1
2306299,803890,I,2
2306299,1573253,I,3
2306299,6354997,I,4
2309260,3790547,I,1
2309260,6018502,I,2
2309260,4090362,I,3
2309260,2258992,I,4
2309961,1429317,I,1
2309961,1854114,I,2
2309961,6411675,I,3
2309961,4151199,I,4
2310212,177267,I,1
2310212,5315,I,2
2310212,329259,I,3
2310212,2805495,I,4
2310332,5212,I,1
2310332,293509,I,2
2310332,35514,I,3
2310332,949,I,4
2311418,2139257,I,1
2311418,2899002,I,2
2311418,4873935,I,3
2311418,1759786,I,4
2312718,5458,I,1
2312718,290556,I,2
2312718,213,I,3
2312718,98378,I,4
2316204,1055413,I,1
2316204,2239702,I,2
2316204,1082,I,3
2316204,1144419,I,4
2316411,350453,I,1
2316411,491259,I,2
2316411,300589,I,3
2316411,618,I,4
2316801,1993,I,1
2316801,2244205,I,2
2316801,244707,I,3
2316801,635330,I,4
2317225,827170,I,1
2317225,2362068,I,2
2317225,493200,I,3
2317225,1486831,I,4
2321405,8101777,I,1
2321405,8101778,I,2
2321405,4343886,I,3
2321405,904273,I,4
2321549,204583,I,1
2321549,5231168,I,2
2321549,2989873,I,3
2321549,568399,I,4
2322441,424848,I,1
2322441,1946193,I,2
2322441,383,I,3
2322441,3037833,I,4
2326612,5351,I,1
2326612,5454,I,2
2326612,206257,I,3
2326612,257969,I,4
2331143,298048,I,1
2331143,648762,I,2
2331143,1536988,I,3
2331143,1410940,I,4
2333784,230,I,1
2333784,5458,I,2
2333784,1472,I,3
2333784,104,I,4
2334649,430107,I,1
2334649,246686,I,2
2334649,818055,I,3
2334649,243806,I,4
2334873,949,I,1
2334873,285,I,2
2334873,765597,I,3
2334873,1020089,I,4
2338151,451148,I,1
2338151,3087728,I,2
2338151,4569,I,3
2338151,1224082,I,4
2345759,129,I,1
2345759,1154749,I,2
2345759,1834115,I,3
2345759,128,I,4
2347569,1950086,I,1
2347569,2316017,I,2
2347569,3485845,I,3
2347569,1652433,I,4
2349144,578853,I,1
2349144,5351,I,2
2349144,1914282,I,3
2349144,1902452,I,4
2350496,451234,I,1
2350496,1909661,I,2
2350496,1596350,I,3
2350496,239267,I,4
2351310,1030267,I,1
2351310,1595196,I,2
2351310,3675322,I,3
2351310,1041999,I,4
2355495,939697,I,1
2355495,5454,I,2
2355495,799777,I,3
2355495,1852,I,4
2356180,1027719,I,1
2356180,2128238,I,2
2356180,539497,I,3
2356180,539562,I,4
2356777,681,I,1
2356777,268199,I,2
2356777,1046097,I,3
2356777,2018237,I,4
2357129,5110,I,1
2357129,551,I,2
2357129,1265802,I,3
2357129,1305,I,4
2357291,251986,I,1
2357291,4266,I,2
2357291,1318596,I,3
2357291,412,I,4
2357547,1269983,I,1
2357547,1592225,I,2
2357547,2794212,I,3
2357547,5251,I,4
2358592,4401889,I,1
2358592,4941738,I,2
2358592,5724719,I,3
2358592,3424525,I,4
2358891,785842,I,1
2358891,893872,I,2
2358891,272677,I,3
2358891,117911,I,4
2359024,86301,I,1
2359024,711864,I,2
2359024,362955,I,3
2359024,463828,I,4
2359704,2233310,I,1
2359704,1328775,I,2
2359704,411167,I,3
2359704,1720779,I,4
2359810,1333687,I,1
2359810,2128238,I,2
2359810,4269474,I,3
2359810,3283923,I,4
2361317,255,I,1
2361317,1102577,I,2
2361317,322407,I,3
2361317,582149,I,4
2364582,163988,I,1
2364582,1840,I,2
2364582,3474430,I,3
2364582,207691,I,4
2365580,949,I,1
2365580,1082,I,2
2365580,8625874,I,3
2365580,1325419,I,4
2369135,666739,I,1
2369135,1002641,I,2
2369135,1782299,I,3
2369135,3264596,I,4
2370248,488953,I,1
2370248,877555,I,2
2370248,302330,I,3
2370248,3239803,I,4
2372162,2279940,I,1
2372162,5335029,I,2
2372162,543383,I,3
2372162,1787501,I,4
2372678,1819083,I,1
2372678,1017633,I,2
2372678,802080,I,3
2372678,720763,I,4
2375574,1027986,I,1
2375574,272252,I,2
2375574,1757718,I,3
2375574,691186,I,4
2375692,2498781,I,1
2375692,827170,I,2
2375692,4026222,I,3
2375692,2090702,I,4
2376218,237,I,1
2376218,1626,I,2
2376218,4446467,I,3
2376218,817844,I,4
2377322,51509,I,1
2377322,1183149,I,2
2377322,1601397,I,3
2377322,2421211,I,4
2377938,474774,I,1
2377938,451600,I,2
2377938,48075,I,3
2377938,792116,I,4
2378281,220240,I,1
2378281,646568,I,2
2378281,2264706,I,3
2378281,5160381,I,4
2378507,488953,I,1
2378507,437,I,2
2378507,915208,I,3
2378507,3993221,I,4
2378794,580351,I,1
2378794,2147876,I,2
2378794,1535594,I,3
2378794,918858,I,4
2379713,185819,I,1
2379713,910607,I,2
2379713,2244205,I,3
2379713,146,I,4
2380307,5645519,I,1
2380307,305558,I,2
2380307,973,I,3
2380307,5513,I,4
2381111,1519680,I,1
2381111,1710309,I,2
2381111,1727304,I,3
2381111,980,I,4
2381249,129,I,1
2381249,272581,I,2
2381249,719637,I,3
2381249,670408,I,4
2381991,1165110,I,1
2381991,1567113,I,2
2381991,234,I,3
2381991,1289434,I,4
2382009,1250,I,1
2382009,1745,I,2
2382009,353,I,3
2382009,68260,I,4
2382320,185819,I,1
2382320,1869101,I,2
2382320,1785339,I,3
2382320,2244205,I,4
2386237,6073955,I,1
2386237,2050075,I,2
2386237,4500258,I,3
2386237,7805148,I,4
2386490,59431,I,1
2386490,1065229,I,2
2386490,719,I,3
2386490,949,I,4
2387433,5392,I,1
2387433,3967248,I,2
2387433,357979,I,3
2387433,2023672,I,4
2387559,681,I,1
2387559,695435,I,2
2387559,1130627,I,3
2387559,2930503,I,4
2388715,2394794,I,1
2388715,4154798,I,2
2388715,755267,I,3
2388715,168262,I,4
2393827,1259002,I,1
2393827,1133857,I,2
2393827,2842144,I,3
2393827,5314645,I,4
2393845,670408,I,1
2393845,1954240,I,2
2393845,103797,I,3
2393845,1292661,I,4
2395427,375,I,1
2395427,262635,I,2
2395427,749263,I,3
2395427,1165110,I,4
2396135,378112,I,1
2396135,2630117,I,2
2396135,1017414,I,3
2396135,1326440,I,4
2397535,160,I,1
2397535,3512758,I,2
2397535,852965,I,3
2397535,922210,I,4
2398231,169,I,1
2398231,5476,I,2
2398231,3501146,I,3
2398231,1584,I,4
2398241,1416215,I,1
2398241,933988,I,2
2398241,542133,I,3
2398241,1442113,I,4
2398249,748620,I,1
2398249,688132,I,2
2398249,352778,I,3
2398249,1130627,I,4
2400463,1334869,I,1
2400463,1538675,I,2
2400463,401264,I,3
2400463,87109,I,4
2401807,115,I,1
2401807,629697,I,2
2401807,1043075,I,3
2401807,569732,I,4
2401878,667,I,1
2401878,492,I,2
2401878,6888,I,3
2402137,293,I,1
2402137,4820,I,2
2402137,5123,I,3
2402137,1499,I,4
2402157,112,I,1
2402157,3478396,I,2
2402157,1385871,I,3
2402157,810488,I,4
2402207,199312,I,1
2402207,284,I,2
2402207,663174,I,3
2402207,1670886,I,4
2402927,949,I,1
2402927,1913734,I,2
2402927,5299,I,3
2402927,151419,I,4
2403029,2118666,I,1
2403029,2301213,I,2
2403029,2421367,I,3
2403029,101242,I,4
2403776,9438171,I,1
2403776,1602660,I,2
2403776,8850556,I,3
2403776,7767170,I,4
2404181,1813221,I,1
2404181,328828,I,2
2404181,1833,I,3
2404181,1669,I,4
2404233,4154798,I,1
2404233,182666,I,2
2404233,124930,I,3
2404233,1569276,I,4
2404311,134,I,1
2404311,201,I,2
2404311,1872698,I,3
2404311,2649720,I,4
2404425,545,I,1
2404425,5351,I,2
2404425,117709,I,3
2404425,5017,I,4
2404435,243,I,1
2404435,695435,I,2
2404435,160,I,3
2404435,352,I,4
2404463,113,I,1
2404463,567912,I,2
2404463,565250,I,3
2404463,65007,I,4
2406566,234,I,1
2406566,564215,I,2
2406566,422,I,3
2406566,550371,I,4
2417712,5405,I,1
2417712,683467,I,2
2417712,343082,I,3
2417712,630,I,4
2424988,474774,I,1
2424988,1599046,I,2
2424988,4626,I,3
2424988,838520,I,4
2427220,937239,I,1
2427220,661,I,2
2427220,4468181,I,3
2427220,1209,I,4
2428170,2674307,I,1
2428170,243233,I,2
2431286,1132,I,1
2431286,176869,I,2
2431286,4080531,I,3
2431286,1858,I,4
2431438,46277,I,1
2431438,3911870,I,2
2431438,3867591,I,3
2431438,3095562,I,4
2433738,40753,I,1
2433738,1319592,I,2
2433738,535741,I,3
2433738,107306,I,4
2436386,484541,I,1
2436386,3733763,I,2
2436386,4722966,I,3
2436386,4103976,I,4
2438644,509263,I,1
2438644,1272258,I,2
2438644,527937,I,3
2438644,5792109,I,4
2442560,614165,I,1
2442560,2167957,I,2
2442560,567031,I,3
2442560,2570706,I,4
2446042,553,I,1
2446042,1845,I,2
2446042,1192254,I,3
2446042,463,I,4
2446980,2225369,I,1
2446980,134,I,2
2446980,177896,I,3
2446980,1183149,I,4
2452244,2313103,I,1
2452244,2955013,I,2
2452244,2796745,I,3
2452244,1231899,I,4
2452254,300,I,1
2452254,829576,I,2
2452254,1631269,I,3
2452254,1955257,I,4
2452386,1064292,I,1
2452386,748620,I,2
2452386,1411125,I,3
2452386,3587170,I,4
2458106,12078,I,1
2458106,467559,I,2
2458106,1856057,I,3
2458106,6132568,I,4
2459156,2167445,I,1
2459156,3141662,I,2
2459156,273797,I,3
2459156,2372275,I,4
2461150,302108,I,1
2461150,1325419,I,2
2461150,5562,I,3
2461150,5155666,I,4
2463288,6969,I,1
2463288,5188,I,2
2463288,1843026,I,3
2463288,942792,I,4
2465578,72768,I,1
2465578,5767201,I,2
2465578,116254,I,3
2465578,5767202,I,4
2467372,1676221,I,1
2467372,3715867,I,2
2467372,187719,I,3
2467372,303073,I,4
2473602,1569276,I,1
2473602,1734700,I,2
2473602,101,I,3
2473602,205626,I,4
2473794,1758,I,1
2473794,422234,I,2
2473794,40709,I,3
2473794,47392,I,4
2479800,731075,I,1
2479800,290556,I,2
2479800,5451410,I,3
2479800,4534201,I,4
2480514,627639,I,1
2480514,4909365,I,2
2480514,2174363,I,3
2480514,2334634,I,4
2481498,2934314,I,1
2481498,1374980,I,2
2481498,1494168,I,3
2481498,7413281,I,4
2486678,947338,I,1
2486678,2966102,I,2
2486678,1880888,I,3
2486678,933727,I,4
2488496,5397459,I,1
2488496,3915784,I,2
2488496,1209966,I,3
2488496,1727304,I,4
2490326,704,I,1
2490326,933988,I,2
2490326,683467,I,3
2490326,1442113,I,4
2494280,933940,I,1
2494280,1159180,I,2
2494280,197647,I,3
2494280,2395937,I,4
2494362,621,I,1
2494362,933940,I,2
2494362,289142,I,3
2494362,420955,I,4
2499472,342029,I,1
2499472,1151714,I,2
2499472,1019920,I,3
2499472,177396,I,4
2503944,177896,I,1
2503944,1092227,I,2
2503944,117709,I,3
2503944,1249052,I,4
2505294,1429380,I,1
2505294,353243,I,2
2505294,2952467,I,3
2505294,1598,I,4
2509850,424,I,1
2509850,2036197,I,2
2509850,4690786,I,3
2509850,334027,I,4
2510894,1191,I,1
2510894,1676221,I,2
2510894,1411125,I,3
2510894,416673,I,4
2513074,7153679,I,1
2513074,1330560,I,2
2513074,3594330,I,3
2513074,497853,I,4
2521668,175931,I,1
2521668,1202905,I,2
2521668,682692,I,3
2521668,2072818,I,4
2527336,5397459,I,1
2527336,3915784,I,2
2527336,434,I,3
2527336,402,I,4
2527338,5397459,I,1
2527338,3915784,I,2
2527338,1209966,I,3
2527338,3485845,I,4
2531336,1082477,I,1
2531336,756203,I,2
2531336,682634,I,3
2531336,2245673,I,4
2531344,5182,I,1
2531344,1078479,I,2
2531344,54697,I,3
2531344,1105980,I,4
2537176,4728487,I,1
2537176,9424,I,2
2537176,3941379,I,3
2537176,1197031,I,4
2543164,10736,I,1
2543164,719637,I,2
2543164,1845,I,3
2543164,836121,I,4
2543312,1195855,I,1
2543312,1058940,I,2
2543312,4496875,I,3
2543312,2628935,I,4
2543472,5016878,I,1
2543472,5562,I,2
2543472,4207679,I,3
2543472,210,I,4
2547584,1055413,I,1
2547584,2539953,I,2
2547584,1838,I,3
2547584,6931628,I,4
2548396,1813221,I,1
2548396,654648,I,2
2548396,117709,I,3
2548396,651159,I,4
2554274,1985859,I,1
2554274,1567113,I,2
2554274,1089991,I,3
2554274,402271,I,4
2555736,1132,I,1
2555736,1749,I,2
2555736,631490,I,3
2555736,2353862,I,4
2557478,3915784,I,1
2557478,2207222,I,2
2557478,8314228,I,3
2557478,1218607,I,4
2557490,532235,I,1
2557490,234,I,2
2557490,553,I,3
2557490,1086543,I,4
2560140,2569233,I,1
2560140,2095800,I,2
2560140,2171329,I,3
2560140,3426369,I,4
2561572,2071,I,1
2561572,366389,I,2
2561572,1555340,I,3
2561572,1939267,I,4
2562232,474,I,1
2562232,302108,I,2
2562232,1570,I,3
2562232,2057859,I,4
2567026,1985859,I,1
2567026,136,I,2
2567026,307,I,3
2567026,4266,I,4
2568204,1501374,I,1
2568204,278304,I,2
2568204,1678557,I,3
2568204,1785054,I,4
2568862,323,I,1
2568862,273,I,2
2568862,268,I,3
2568862,369,I,4
2570858,461746,I,1
2570858,842737,I,2
2570858,4786698,I,3
2570858,1846447,I,4
2575968,364348,I,1
2575968,1036545,I,2
2575968,2906227,I,3
2575968,1770416,I,4
2575988,3042755,I,1
2575988,2554352,I,2
2575988,3091777,I,3
2575988,771414,I,4
2578508,2154960,I,1
2578508,1985893,I,2
2578508,1178424,I,3
2578508,5671708,I,4
2578560,4477261,I,1
2578560,3434305,I,2
2578560,2868110,I,3
2578560,3594330,I,4
2582496,3287038,I,1
2582496,5518972,I,2
2582496,4972453,I,3
2582496,644406,I,4
2582500,915208,I,1
2582500,6390427,I,2
2582500,5016878,I,3
2582500,1624,I,4
2582502,128,I,1
2582502,1086543,I,2
2582502,666739,I,3
2582502,1208167,I,4
2582802,1886602,I,1
2582802,799777,I,2
2582802,2552034,I,3
2582802,1663,I,4
2582846,940362,I,1
2582846,5052065,I,2
2582846,1822659,I,3
2582846,368,I,4
2584384,9877392,I,1
2584384,5057169,I,2
2584384,424060,I,3
2584384,169806,I,4
2592614,170,I,1
2592614,322513,I,2
2592614,5123,I,3
2592614,731575,I,4
2614684,1925239,I,1
2614684,2730580,I,2
2614684,365317,I,3
2614684,691586,I,4
2616280,315041,I,1
2616280,996942,I,2
2616280,2393045,I,3
2616280,55291,I,4
2618986,266441,I,1
2618986,429363,I,2
2618986,815370,I,3
2618986,204706,I,4
2625030,497631,I,1
2625030,158856,I,2
2625030,1058565,I,3
2625030,3663864,I,4
2625810,680983,I,1
2625810,939697,I,2
2625810,1540404,I,3
2625810,719678,I,4
2628232,1326,I,1
2628232,1096,I,2
2628232,1200692,I,3
2628232,138840,I,4
2631186,1659141,I,1
2631186,2281292,I,2
2631186,471447,I,3
2631186,766470,I,4
2632424,604784,I,1
2632424,319171,I,2
2632424,2322853,I,3
2632424,2100081,I,4
2637276,242,I,1
2637276,532235,I,2
2637276,1086543,I,3
2637276,1274797,I,4
2639254,701,I,1
2639254,614,I,2
2639254,1804,I,3
2639254,774386,I,4
2639336,1376,I,1
2639336,1631269,I,2
2639336,2140860,I,3
2639336,675110,I,4
2639344,1475,I,1
2639344,547,I,2
2639344,673,I,3
2639344,2253071,I,4
2647586,4898,I,1
2647586,4920,I,2
2647586,2023,I,3
2647586,3220170,I,4
2649554,788335,I,1
2649554,249291,I,2
2649554,379,I,3
2649554,3485845,I,4
2650978,727165,I,1
2650978,604349,I,2
2650978,3559009,I,3
2650978,4752229,I,4
2654580,881631,I,1
2654580,1013003,I,2
2654580,1310368,I,3
2654580,188871,I,4
2654620,1015684,I,1
2654620,103195,I,2
2654620,243806,I,3
2654620,404993,I,4
2660806,5049,I,1
2660806,267506,I,2
2660806,448252,I,3
2660806,1305105,I,4
2668134,1066974,I,1
2668134,1365209,I,2
2668134,5038813,I,3
2668134,299210,I,4
2671706,243,I,1
2671706,205626,I,2
2671706,376610,I,3
2671706,5381254,I,4
2675914,1745,I,1
2675914,4486,I,2
2675914,1914298,I,3
2675914,1939580,I,4
2678948,482320,I,1
2678948,897201,I,2
2678948,2570245,I,3
2678948,3164292,I,4
2679042,1670029,I,1
2679042,3799669,I,2
2679042,704270,I,3
2679042,1354,I,4
2679552,112,I,1
2679552,58029,I,2
2679552,8449717,I,3
2679552,5346194,I,4
2692250,1774,I,1
2692250,245,I,2
2692250,5562,I,3
2692250,1813,I,4
2692904,362766,I,1
2692904,1469236,I,2
2692904,2235721,I,3
2692904,778831,I,4
2699128,857620,I,1
2699128,312,I,2
2699128,1172,I,3
2699128,239,I,4
2701582,1140345,I,1
2701582,19885,I,2
2701582,103495,I,3
2701582,5607429,I,4
2707408,50959,I,1
2707408,12751900,I,2
2707408,609944,I,3
2707408,2933542,I,4
2709768,127373,I,1
2709768,832314,I,2
2709768,366389,I,3
2709768,1128572,I,4
2710104,245,I,1
2710104,1264,I,2
2710104,2312345,I,3
2710104,512934,I,4
2713180,93,I,1
2713180,479471,I,2
2713180,503567,I,3
2713180,671567,I,4
2717822,1165110,I,1
2717822,205626,I,2
2717822,2325018,I,3
2717822,910966,I,4
2717860,3510471,I,1
2717860,1796057,I,2
2717860,3150488,I,3
2717860,3726887,I,4
2718492,474492,I,1
2718492,5531398,I,2
2718492,4221607,I,3
2718492,871827,I,4
2719848,164809,I,1
2719848,7583273,I,2
2719848,942876,I,3
2719848,376540,I,4
2726560,2207222,I,1
2726560,1429380,I,2
2726560,257,I,3
2726560,1658935,I,4
2737304,113,I,1
2737304,5218990,I,2
2737304,518,I,3
2737304,5299,I,4
2752772,710447,I,1
2752772,815370,I,2
2752772,3625321,I,3
2752772,4524493,I,4
2758770,1311329,I,1
2758770,1361499,I,2
2758770,217221,I,3
2758770,4302325,I,4
2758880,82211,I,1
2758880,1489950,I,2
2758880,15130,I,3
2758880,3499207,I,4
2758950,1004,I,1
2758950,2172012,I,2
2758950,2419177,I,3
2758950,3269734,I,4
2762506,8152221,I,1
2762506,6203018,I,2
2762506,6320498,I,3
2762506,10076475,I,4
2763304,191,I,1
2763304,1971,I,2
2763304,1538,I,3
2763304,1015,I,4
2771200,914612,I,1
2771200,1405398,I,2
2771200,1812656,I,3
2771200,1265802,I,4
2771372,68338,I,1
2771372,230655,I,2
2771372,170186,I,3
2771372,1645313,I,4
2776878,1886602,I,1
2776878,3872230,I,2
2776878,3771184,I,3
2776878,2020278,I,4
2784936,4778,I,1
2784936,1013318,I,2
2784936,817748,I,3
2784936,973648,I,4
2785032,636942,I,1
2785032,493257,I,2
2785032,380632,I,3
2785032,2078666,I,4
2788432,5299,I,1
2788432,2807560,I,2
2788432,1250791,I,3
2788432,158846,I,4
2788710,290556,I,1
2788710,736622,I,2
2788710,1320827,I,3
2788710,135221,I,4
2788732,397171,I,1
2788732,602,I,2
2788732,4625502,I,3
2788732,4802218,I,4
2798920,204,I,1
2798920,492,I,2
2798920,1935086,I,3
2798920,938950,I,4
2799166,3358233,I,1
2799166,118617,I,2
2799166,641354,I,3
2799166,3047195,I,4
2802136,1337,I,1
2802136,933940,I,2
2802136,4068901,I,3
2802136,5583008,I,4
2802144,147,I,1
2802144,5473782,I,2
2802144,168,I,3
2802144,323,I,4
2802154,148516,I,1
2802154,1956600,I,2
2802154,535295,I,3
2802154,1284690,I,4
2802850,671,I,1
2802850,293509,I,2
2802850,2798112,I,3
2802850,4988,I,4
2805096,892,I,1
2805096,497522,I,2
2805096,1005514,I,3
2805096,2313758,I,4
2820852,4874,I,1
2820852,908094,I,2
2820852,425005,I,3
2820852,5458,I,4
2823054,1374980,I,1
2823054,2796745,I,2
2823054,447695,I,3
2823054,2201555,I,4
2832470,388473,I,1
2832470,2505635,I,2
2832470,771414,I,3
2832470,3202519,I,4
2848292,447695,I,1
2848292,2313103,I,2
2848292,2794962,I,3
2848292,811242,I,4
2854926,719637,I,1
2854926,1159180,I,2
2854926,2159926,I,3
2854926,358316,I,4
2855648,5637317,I,1
2855648,1303433,I,2
2855648,3668216,I,3
2855648,1388463,I,4
2861424,1551598,I,1
2861424,663177,I,2
2861424,334561,I,3
2861424,149950,I,4
2866360,2032150,I,1
2866360,827561,I,2
2866360,107183,I,3
2866360,1286,I,4
2869728,1084,I,1
2869728,366389,I,2
2869728,1754366,I,3
2869728,973,I,4
2870612,917347,I,1
2870612,1133651,I,2
2870612,388064,I,3
2870612,2476624,I,4
2870756,147,I,1
2870756,1297015,I,2
2870756,1315,I,3
2870756,512934,I,4
2872518,941777,I,1
2872518,818055,I,2
2872518,5210,I,3
2872518,593664,I,4
2872718,350453,I,1
2872718,623,I,2
2872718,200,I,3
2872718,1981893,I,4
2872732,424060,I,1
2872732,151,I,2
2872732,158856,I,3
2872732,906756,I,4
2873282,2225369,I,1
2873282,249291,I,2
2873282,774386,I,3
2873282,1648,I,4
2883434,126,I,1
2883434,818055,I,2
2883434,1843026,I,3
2883434,1107001,I,4
2883512,269463,I,1
2883512,375,I,2
2883512,424060,I,3
2883512,163,I,4
2884018,1055413,I,1
2884018,182839,I,2
2884018,7752797,I,3
2884018,7752798,I,4
2884206,685856,I,1
2884206,3081796,I,2
2884206,2793591,I,3
2884206,1779870,I,4
2888046,947447,I,1
2888046,3237713,I,2
2888046,1018221,I,3
2888046,5512,I,4
2891174,1940449,I,1
2891174,788335,I,2
2891174,368,I,3
2891174,317,I,4
2905838,4335,I,1
2905838,1229940,I,2
2905838,539497,I,3
2905838,219939,I,4
2910274,2809577,I,1
2910274,3821405,I,2
2910274,451,I,3
2910274,4460471,I,4
2910814,4154798,I,1
2910814,4972453,I,2
2910814,3354041,I,3
2910814,401,I,4
2910904,701,I,1
2910904,1114,I,2
2910904,2955013,I,3
2910904,915989,I,4
2911666,206,I,1
2911666,638824,I,2
2911666,654295,I,3
2911666,353,I,4
2917388,836343,I,1
2917388,941777,I,2
2917388,477127,I,3
2917388,164,I,4
2932536,601553,I,1
2932536,2322853,I,2
2932536,546,I,3
2932536,1404137,I,4
2937366,1431940,I,1
2937366,8336199,I,2
2937366,4395,I,3
2937366,6346864,I,4
2937696,4296357,I,1
2937696,388382,I,2
2937696,4554428,I,3
2937696,3614913,I,4
2937898,1209966,I,1
2937898,1567113,I,2
2937898,654648,I,3
2937898,5273,I,4
2944198,740371,I,1
2944198,1335291,I,2
2944198,132757,I,3
2944198,50156,I,4
2948356,329481,I,1
2948356,867,I,2
2948356,252961,I,3
2948356,2809577,I,4
2948372,4937,I,1
2948372,275486,I,2
2948372,636218,I,3
2948372,1344302,I,4
2948790,683253,I,1
2948790,2057036,I,2
2948790,560,I,3
2948790,5179,I,4
2960930,20329,I,1
2960930,2238815,I,2
2960930,1536605,I,3
2960930,2837093,I,4
2963254,2857778,I,1
2963254,922342,I,2
2963254,181787,I,3
2963254,1708957,I,4
2967006,176869,I,1
2967006,117339,I,2
2967006,1024311,I,3
2967006,1721217,I,4
2967224,702,I,1
2967224,5527,I,2
2967224,215682,I,3
2967224,1134612,I,4
2975578,342029,I,1
2975578,252238,I,2
2975578,1472917,I,3
2975578,760989,I,4
2975590,255,I,1
2975590,147147,I,2
2975590,10736,I,3
2975590,251986,I,4
2980516,1519666,I,1
2980516,428065,I,2
2980516,4350114,I,3
2980516,6240141,I,4
2980592,1405398,I,1
2980592,445992,I,2
2980592,2140860,I,3
2980592,601376,I,4
2980648,545,I,1
2980648,700875,I,2
2980648,2110485,I,3
2980648,3114649,I,4
2980696,1334869,I,1
2980696,3341156,I,2
2980696,380632,I,3
2980696,50737,I,4
2990140,621,I,1
2990140,6081322,I,2
2990140,6237346,I,3
2990140,5029,I,4
3006802,1495520,I,1
3006802,1537825,I,2
3006802,3795370,I,3
3006802,5310225,I,4
3007512,128,I,1
3007512,1385871,I,2
3007512,2541974,I,3
3007512,1456970,I,4
3011894,334882,I,1
3011894,555404,I,2
3011894,897640,I,3
3011894,823435,I,4
3014284,329,I,1
3014284,2002649,I,2
3014284,35488,I,3
3014284,3529685,I,4
3029556,2615398,I,1
3029556,297885,I,2
3029556,3191754,I,3
3029556,1328568,I,4
3029558,2615398,I,1
3029558,3191754,I,2
3029558,297885,I,3
3029558,251139,I,4
3032476,644022,I,1
3032476,781533,I,2
3032476,52186,I,3
3032476,264579,I,4
3040964,5888481,I,1
3040964,195,I,2
3040964,1426,I,3
3040964,252961,I,4
3042408,771713,I,1
3042408,1065929,I,2
3042408,617852,I,3
3042408,6801,I,4
3045616,136,I,1
3045616,569,I,2
3045616,191,I,3
3045616,1601397,I,4
3061046,2642131,I,1
3061046,536281,I,2
3061046,2007163,I,3
3061046,1678063,I,4
3062096,158,I,1
3062096,428065,I,2
3062096,451234,I,3
3062096,4936,I,4
3063516,424216,I,1
3063516,3850986,I,2
3063516,364739,I,3
3063516,146061,I,4
3064298,1128572,I,1
3064298,1239499,I,2
3064298,832792,I,3
3064298,910040,I,4
3068194,295,I,1
3068194,1721,I,2
3068194,1882152,I,3
3068194,4563896,I,4
3072482,1663205,I,1
3072482,619,I,2
3072482,2247245,I,3
3072482,1572716,I,4
3076658,430107,I,1
3076658,230,I,2
3076658,1935086,I,3
3076658,711118,I,4
3079768,250659,I,1
3079768,936300,I,2
3079768,1861467,I,3
