film,oseba,mesto
2140379,5351,1
2140379,2358540,2
2140379,328828,3
2140379,1426,4
2140479,255,1
2140479,447695,2
2140479,799777,3
2140479,1256532,4
2140507,1212722,1
2140507,2692160,2
2140507,8766247,3
2140507,3095562,4
2140619,1886602,1
2140619,3006818,2
2140619,1221906,3
2140619,3264596,4
2149175,5392,1
2149175,722629,2
2149175,5204134,3
2149175,4111426,4
2164430,358316,1
2164430,705356,2
2164430,146803,3
2164430,324134,4
2167202,160,1
2167202,1411125,2
2167202,685,3
2167202,293550,4
2167266,1985859,1
2167266,3485845,2
2167266,5659346,3
2167266,230109,4
2170439,867,1
2170439,837177,2
2170439,206359,3
2170439,98,4
2170584,1988382,1
2170584,1668219,2
2170584,1715189,3
2170584,4136296,4
2170593,195,1
2170593,565250,2
2170593,915208,3
2170593,5897057,4
2170667,1919905,1
2170667,1324929,2
2170667,1631098,3
2170667,566406,4
2172934,126,1
2172934,2794962,2
2172934,1567,3
2172934,1720028,4
2172985,621,1
2172985,59431,2
2172985,935395,3
2172985,224565,4
2176013,451321,1
2176013,1229940,2
2176013,3087728,3
2176013,451600,4
2176165,8336,1
2176165,4308020,2
2176165,2966078,3
2176165,1364905,4
2177489,1700638,1
2177489,3475387,2
2177489,676292,3
2177489,1466221,4
2177771,123,1
2177771,354,2
2177771,195,3
2177771,949,4
2179116,3538718,1
2179116,2773059,2
2179116,2030779,3
2179116,644406,4
2179136,177896,1
2179136,1092227,2
2179136,973177,3
2179136,6518675,4
2180411,447695,1
2180411,658,2
2180411,1517976,3
2180411,1289434,4
2183404,949237,1
2183404,817844,2
2183404,810397,3
2183404,2564938,4
2183641,532193,1
2183641,1079976,2
2183641,1769728,3
2183641,283492,4
2187153,897201,1
2187153,2570245,2
2187153,4651098,3
2187153,3561501,4
2188671,267812,1
2188671,383603,2
2188671,1302735,3
2188671,2443758,4
2189461,3080119,1
2189461,938950,2
2189461,1040,3
2189461,3600780,4
2191671,1538,1
2191671,5154,2
2191671,1644,3
2191671,3586347,4
2191701,1191,1
2191701,416673,2
2191701,1674,3
2191701,5450,4
2193021,1854386,1
2193021,1556320,2
2193021,708981,3
2193021,860749,4
2193215,1055413,1
2193215,4851,2
2193215,139,3
2193215,849,4
2193265,241,1
2193265,111013,2
2193265,1097364,3
2193265,1443644,4
2194499,1727304,1
2194499,1046097,2
2194499,631490,3
2194499,3575723,4
2199571,553,1
2199571,438,2
2199571,1172478,3
2199571,352,4
2203939,139,1
2203939,5182,2
2203939,4478322,3
2203939,182666,4
2205697,1427,1
2205697,124,2
2205697,2934314,3
2205697,1822659,4
2209418,160,1
2209418,365,2
2209418,2089090,3
2209418,3987673,4
2211129,1411676,1
2211129,54697,2
2211129,2819460,3
2211129,582149,4
2215477,3828984,1
2215477,2138653,2
2215477,665554,3
2215477,2821544,4
2217859,251986,1
2217859,321,2
2217859,1376,3
2217859,4917921,4
2218003,51509,1
2218003,356017,2
2218003,980,3
2218003,1354,4
2218988,4921260,1
2218988,858128,2
2218988,1388202,3
2218988,3383930,4
2222042,3729721,1
2222042,3725055,2
2222042,740264,3
2222042,2045439,4
2223990,126,1
2223990,1569276,2
2223990,4950,3
2223990,1449,4
2224026,1433588,1
2224026,1982597,2
2224026,188,3
2224026,182,4
2224317,3828984,1
2224317,3848064,2
2224317,151285,3
2224317,1300009,4
2226342,651067,1
2226342,1268158,2
2226342,761052,3
2226342,721332,4
2226417,933940,1
2226417,126284,2
2226417,1347,3
2226417,5417,4
2226597,701,1
2226597,252961,2
2226597,977,3
2226597,551,4
2229842,712546,1
2229842,3901368,2
2229842,3867591,3
2229842,3601359,4
2231253,5458,1
2231253,29400,2
2231253,306572,3
2231253,893257,4
2231461,425005,1
2231461,365140,2
2231461,15196,3
2231461,604742,4
2231554,2113653,1
2231554,3025400,2
2231554,5372760,3
2231554,2242337,4
2234003,322407,1
2234003,1483369,2
2234003,717709,3
2234003,318821,4
2234155,681,1
2234155,5562,2
2234155,126284,3
2234155,541902,4
2234222,1137209,1
2234222,1851313,2
2234222,2849998,3
2234222,359322,4
2235759,1102577,1
2235759,396558,2
2235759,4555381,3
2235759,223527,4
2235779,364813,1
2235779,3510471,2
2235779,4972453,3
2235779,3260333,4
2238032,329,1
2238032,424216,2
2238032,1549063,3
2238032,874676,4
2239822,2851530,1
2239822,5353321,2
2239822,654110,3
2239822,1982597,4
2239832,366389,1
2239832,5517,2
2239832,1018488,3
2239832,1043164,4
2241351,123,1
2241351,210,2
2241351,1925239,3
2241351,922035,4
2243389,194572,1
2243389,1250933,2
2243389,5386,3
2243389,240318,4
2244495,2765191,1
2244495,2868110,2
2244495,7091160,3
2244495,6386988,4
2245084,3994407,1
2245084,12523,2
2245084,1512166,3
2245084,2554352,4
2249007,630,1
2249007,550371,2
2249007,5231,3
2249007,356003,4
2249364,855039,1
2249364,1469236,2
2249364,2092886,3
2249364,2217601,4
2250912,4043618,1
2250912,474,2
2250912,375,3
2250912,673,4
2258281,4914976,1
2258281,4915334,2
2258281,1250558,3
2258281,849944,4
2258337,1679372,1
2258337,3761004,2
2258337,3606487,3
2258337,2334720,4
2258345,1806,1
2258345,95,2
2258345,232,3
2258345,5527,4
2258858,5179652,1
2258858,5179673,2
2258858,5184964,3
2258858,2269188,4
2261227,175134,1
2261227,325989,2
2261227,1901842,3
2261227,498449,4
2262227,526019,1
2262227,757855,2
2262227,1475594,3
2262227,579,4
2265171,3299397,1
2265171,3345670,2
2265171,3022653,3
2265171,2680798,4
2265398,1312575,1
2265398,2159926,2
2265398,447695,3
2265398,515296,4
2267968,85312,1
2267968,186505,2
2267968,163,3
2267968,1401,4
2267998,255,1
2267998,683253,2
2267998,439,3
2267998,1347153,4
2268016,1475594,1
2268016,542133,2
2268016,93589,3
2268016,735226,4
2273657,290556,1
2273657,1706767,2
2273657,428065,3
2273657,1978694,4
2274648,1092086,1
2274648,170,2
2274648,574534,3
2274648,7603745,4
2278388,146,1
2278388,719,2
2278388,23832,3
2278388,4778,4
2278871,2244205,1
2278871,2650819,2
2278871,444248,3
2278871,714534,4
2279339,188,1
2279339,473,2
2279339,422,3
2279339,1159180,4
2279373,444786,1
2279373,104,2
2279373,265067,3
2279373,317,4
2281375,659363,1
2281375,3241371,2
2281375,261595,3
2281375,5044,4
2282016,426209,1
2282016,3993221,2
2282016,682999,3
2282016,1617837,4
2283336,1165110,1
2283336,1935086,2
2283336,3529685,3
2283336,272581,4
2283362,425005,1
2283362,2394794,2
2283362,366389,3
2283362,85312,4
2283748,712546,1
2283748,474774,2
2283748,149822,3
2283748,542498,4
2288064,566,1
2288064,1564087,2
2288064,1036340,3
2288064,749,4
2294189,96,1
2294189,1946193,2
2294189,1487,3
2294189,4957233,4
2294449,1475594,1
2294449,1706767,2
2294449,1084,3
2294449,644406,4
2294629,68338,1
2294629,579953,2
2294629,2676147,3
2294629,1265802,4
2294677,1128572,1
2294677,577329,2
2294677,1143861,3
2294677,1117791,4
2295809,192,1
2295809,2860033,2
2295809,1468674,3
2295809,453746,4
2296682,1667,1
2296682,2681284,2
2296682,470981,3
2296682,810729,4
2297757,2358709,1
2297757,5739144,2
2297757,6637563,3
2297757,9462983,4
2300923,1612,1
2300923,1128574,2
2300923,925033,3
2300923,620232,4
2300975,3512758,1
2300975,916406,2
2300975,141710,3
2300975,28625,4
2302755,124930,1
2302755,1173,2
2302755,151,3
2302755,291,4
2302966,1417314,1
2302966,3367112,2
2302966,329730,3
2302966,1574606,4
2303687,1161994,1
2303687,566049,2
2303687,1160,3
2303687,971135,4
2304426,5519350,1
2304426,5649091,2
2304426,318409,3
2304426,38690,4
2304933,1631269,1
2304933,2832703,2
2304933,4388400,3
2304933,3173395,4
2305051,702,1
2305051,368,2
2305051,451,3
2305051,401264,4
2306299,935395,1
2306299,803890,2
2306299,1573253,3
2306299,6354997,4
2309260,3790547,1
2309260,6018502,2
2309260,4090362,3
2309260,2258992,4
2309961,1429317,1
2309961,1854114,2
2309961,6411675,3
2309961,4151199,4
2310212,177267,1
2310212,5315,2
2310212,329259,3
2310212,2805495,4
2310332,5212,1
2310332,293509,2
2310332,35514,3
2310332,949,4
2311418,2139257,1
2311418,2899002,2
2311418,4873935,3
2311418,1759786,4
2312718,5458,1
2312718,290556,2
2312718,213,3
2312718,98378,4
2316204,1055413,1
2316204,2239702,2
2316204,1082,3
2316204,1144419,4
2316411,350453,1
2316411,491259,2
2316411,300589,3
2316411,618,4
2316801,1993,1
2316801,2244205,2
2316801,244707,3
2316801,635330,4
2317225,827170,1
2317225,2362068,2
2317225,493200,3
2317225,1486831,4
2321405,8101777,1
2321405,8101778,2
2321405,4343886,3
2321405,904273,4
2321549,204583,1
2321549,5231168,2
2321549,2989873,3
2321549,568399,4
2322441,424848,1
2322441,1946193,2
2322441,383,3
2322441,3037833,4
2326612,5351,1
2326612,5454,2
2326612,206257,3
2326612,257969,4
2331143,298048,1
2331143,648762,2
2331143,1536988,3
2331143,1410940,4
2333784,230,1
2333784,5458,2
2333784,1472,3
2333784,104,4
2334649,430107,1
2334649,246686,2
2334649,818055,3
2334649,243806,4
2334873,949,1
2334873,285,2
2334873,765597,3
2334873,1020089,4
2338151,451148,1
2338151,3087728,2
2338151,4569,3
2338151,1224082,4
2345759,129,1
2345759,1154749,2
2345759,1834115,3
2345759,128,4
2347569,1950086,1
2347569,2316017,2
2347569,3485845,3
2347569,1652433,4
2349144,578853,1
2349144,5351,2
2349144,1914282,3
2349144,1902452,4
2350496,451234,1
2350496,1909661,2
2350496,1596350,3
2350496,239267,4
2351310,1030267,1
2351310,1595196,2
2351310,3675322,3
2351310,1041999,4
2355495,939697,1
2355495,5454,2
2355495,799777,3
2355495,1852,4
2356180,1027719,1
2356180,2128238,2
2356180,539497,3
2356180,539562,4
2356777,681,1
2356777,268199,2
2356777,1046097,3
2356777,2018237,4
2357129,5110,1
2357129,551,2
2357129,1265802,3
2357129,1305,4
2357291,251986,1
2357291,4266,2
2357291,1318596,3
2357291,412,4
2357547,1269983,1
2357547,1592225,2
2357547,2794212,3
2357547,5251,4
2358592,4401889,1
2358592,4941738,2
2358592,5724719,3
2358592,3424525,4
2358891,785842,1
2358891,893872,2
2358891,272677,3
2358891,117911,4
2359024,86301,1
2359024,711864,2
2359024,362955,3
2359024,463828,4
2359704,2233310,1
2359704,1328775,2
2359704,411167,3
2359704,1720779,4
2359810,1333687,1
2359810,2128238,2
2359810,4269474,3
2359810,3283923,4
2361317,255,1
2361317,1102577,2
2361317,322407,3
2361317,582149,4
2364582,163988,1
2364582,1840,2
2364582,3474430,3
2364582,207691,4
2365580,949,1
2365580,1082,2
2365580,8625874,3
2365580,1325419,4
2369135,666739,1
2369135,1002641,2
2369135,1782299,3
2369135,3264596,4
2370248,488953,1
2370248,877555,2
2370248,302330,3
2370248,3239803,4
2372162,2279940,1
2372162,5335029,2
2372162,543383,3
2372162,1787501,4
2372678,1819083,1
2372678,1017633,2
2372678,802080,3
2372678,720763,4
2375574,1027986,1
2375574,272252,2
2375574,1757718,3
2375574,691186,4
2375692,2498781,1
2375692,827170,2
2375692,4026222,3
2375692,2090702,4
2376218,237,1
2376218,1626,2
2376218,4446467,3
2376218,817844,4
2377322,51509,1
2377322,1183149,2
2377322,1601397,3
2377322,2421211,4
2377938,474774,1
2377938,451600,2
2377938,48075,3
2377938,792116,4
2378281,220240,1
2378281,646568,2
2378281,2264706,3
2378281,5160381,4
2378507,488953,1
2378507,437,2
2378507,915208,3
2378507,3993221,4
2378794,580351,1
2378794,2147876,2
2378794,1535594,3
2378794,918858,4
2379713,185819,1
2379713,910607,2
2379713,2244205,3
2379713,146,4
2380307,5645519,1
2380307,305558,2
2380307,973,3
2380307,5513,4
2381111,1519680,1
2381111,1710309,2
2381111,1727304,3
2381111,980,4
2381249,129,1
2381249,272581,2
2381249,719637,3
2381249,670408,4
2381991,1165110,1
2381991,1567113,2
2381991,234,3
2381991,1289434,4
2382009,1250,1
2382009,1745,2
2382009,353,3
2382009,68260,4
2382320,185819,1
2382320,1869101,2
2382320,1785339,3
2382320,2244205,4
2386237,6073955,1
2386237,2050075,2
2386237,4500258,3
2386237,7805148,4
2386490,59431,1
2386490,1065229,2
2386490,719,3
2386490,949,4
2387433,5392,1
2387433,3967248,2
2387433,357979,3
2387433,2023672,4
2387559,681,1
2387559,695435,2
2387559,1130627,3
2387559,2930503,4
2388715,2394794,1
2388715,4154798,2
2388715,755267,3
2388715,168262,4
2393827,1259002,1
2393827,1133857,2
2393827,2842144,3
2393827,5314645,4
2393845,670408,1
2393845,1954240,2
2393845,103797,3
2393845,1292661,4
2395427,375,1
2395427,262635,2
2395427,749263,3
2395427,1165110,4
2396135,378112,1
2396135,2630117,2
2396135,1017414,3
2396135,1326440,4
2397535,160,1
2397535,3512758,2
2397535,852965,3
2397535,922210,4
2398231,169,1
2398231,5476,2
2398231,3501146,3
2398231,1584,4
2398241,1416215,1
2398241,933988,2
2398241,542133,3
2398241,1442113,4
2398249,748620,1
2398249,688132,2
2398249,352778,3
2398249,1130627,4
2400463,1334869,1
2400463,1538675,2
2400463,401264,3
2400463,87109,4
2401807,115,1
2401807,629697,2
2401807,1043075,3
2401807,569732,4
2401878,667,1
2401878,492,2
2401878,6888,3
2402137,293,1
2402137,4820,2
2402137,5123,3
2402137,1499,4
2402157,112,1
2402157,3478396,2
2402157,1385871,3
2402157,810488,4
2402207,199312,1
2402207,284,2
2402207,663174,3
2402207,1670886,4
2402927,949,1
2402927,1913734,2
2402927,5299,3
2402927,151419,4
2403029,2118666,1
2403029,2301213,2
2403029,2421367,3
2403029,101242,4
2403776,9438171,1
2403776,1602660,2
2403776,8850556,3
2403776,7767170,4
2404181,1813221,1
2404181,328828,2
2404181,1833,3
2404181,1669,4
2404233,4154798,1
2404233,182666,2
2404233,124930,3
2404233,1569276,4
2404311,134,1
2404311,201,2
2404311,1872698,3
2404311,2649720,4
2404425,545,1
2404425,5351,2
2404425,117709,3
2404425,5017,4
2404435,243,1
2404435,695435,2
2404435,160,3
2404435,352,4
2404463,113,1
2404463,567912,2
2404463,565250,3
2404463,65007,4
2406566,234,1
2406566,564215,2
2406566,422,3
2406566,550371,4
2417712,5405,1
2417712,683467,2
2417712,343082,3
2417712,630,4
2424988,474774,1
2424988,1599046,2
2424988,4626,3
2424988,838520,4
2427220,937239,1
2427220,661,2
2427220,4468181,3
2427220,1209,4
2428170,2674307,1
2428170,243233,2
2431286,1132,1
2431286,176869,2
2431286,4080531,3
2431286,1858,4
2431438,46277,1
2431438,3911870,2
2431438,3867591,3
2431438,3095562,4
2433738,40753,1
2433738,1319592,2
2433738,535741,3
2433738,107306,4
2436386,484541,1
2436386,3733763,2
2436386,4722966,3
2436386,4103976,4
2438644,509263,1
2438644,1272258,2
2438644,527937,3
2438644,5792109,4
2442560,614165,1
2442560,2167957,2
2442560,567031,3
2442560,2570706,4
2446042,553,1
2446042,1845,2
2446042,1192254,3
2446042,463,4
2446980,2225369,1
2446980,134,2
2446980,177896,3
2446980,1183149,4
2452244,2313103,1
2452244,2955013,2
2452244,2796745,3
2452244,1231899,4
2452254,300,1
2452254,829576,2
2452254,1631269,3
2452254,1955257,4
2452386,1064292,1
2452386,748620,2
2452386,1411125,3
2452386,3587170,4
2458106,12078,1
2458106,467559,2
2458106,1856057,3
2458106,6132568,4
2459156,2167445,1
2459156,3141662,2
2459156,273797,3
2459156,2372275,4
2461150,302108,1
2461150,1325419,2
2461150,5562,3
2461150,5155666,4
2463288,6969,1
2463288,5188,2
2463288,1843026,3
2463288,942792,4
2465578,72768,1
2465578,5767201,2
2465578,116254,3
2465578,5767202,4
2467372,1676221,1
2467372,3715867,2
2467372,187719,3
2467372,303073,4
2473602,1569276,1
2473602,1734700,2
2473602,101,3
2473602,205626,4
2473794,1758,1
2473794,422234,2
2473794,40709,3
2473794,47392,4
2479800,731075,1
2479800,290556,2
2479800,5451410,3
2479800,4534201,4
2480514,627639,1
2480514,4909365,2
2480514,2174363,3
2480514,2334634,4
2481498,2934314,1
2481498,1374980,2
2481498,1494168,3
2481498,7413281,4
2486678,947338,1
2486678,2966102,2
2486678,1880888,3
2486678,933727,4
2488496,5397459,1
2488496,3915784,2
2488496,1209966,3
2488496,1727304,4
2490326,704,1
2490326,933988,2
2490326,683467,3
2490326,1442113,4
2494280,933940,1
2494280,1159180,2
2494280,197647,3
2494280,2395937,4
2494362,621,1
2494362,933940,2
2494362,289142,3
2494362,420955,4
2499472,342029,1
2499472,1151714,2
2499472,1019920,3
2499472,177396,4
2503944,177896,1
2503944,1092227,2
2503944,117709,3
2503944,1249052,4
2505294,1429380,1
2505294,353243,2
2505294,2952467,3
2505294,1598,4
2509850,424,1
2509850,2036197,2
2509850,4690786,3
2509850,334027,4
2510894,1191,1
2510894,1676221,2
2510894,1411125,3
2510894,416673,4
2513074,7153679,1
2513074,1330560,2
2513074,3594330,3
2513074,497853,4
2521668,175931,1
2521668,1202905,2
2521668,682692,3
2521668,2072818,4
2527336,5397459,1
2527336,3915784,2
2527336,434,3
2527336,402,4
2527338,5397459,1
2527338,3915784,2
2527338,1209966,3
2527338,3485845,4
2531336,1082477,1
2531336,756203,2
2531336,682634,3
2531336,2245673,4
2531344,5182,1
2531344,1078479,2
2531344,54697,3
2531344,1105980,4
2537176,4728487,1
2537176,9424,2
2537176,3941379,3
2537176,1197031,4
2543164,10736,1
2543164,719637,2
2543164,1845,3
2543164,836121,4
2543312,1195855,1
2543312,1058940,2
2543312,4496875,3
2543312,2628935,4
2543472,5016878,1
2543472,5562,2
2543472,4207679,3
2543472,210,4
2547584,1055413,1
2547584,2539953,2
2547584,1838,3
2547584,6931628,4
2548396,1813221,1
2548396,654648,2
2548396,117709,3
2548396,651159,4
2554274,1985859,1
2554274,1567113,2
2554274,1089991,3
2554274,402271,4
2555736,1132,1
2555736,1749,2
2555736,631490,3
2555736,2353862,4
2557478,3915784,1
2557478,2207222,2
2557478,8314228,3
2557478,1218607,4
2557490,532235,1
2557490,234,2
2557490,553,3
2557490,1086543,4
2560140,2569233,1
2560140,2095800,2
2560140,2171329,3
2560140,3426369,4
2561572,2071,1
2561572,366389,2
2561572,1555340,3
2561572,1939267,4
2562232,474,1
2562232,302108,2
2562232,1570,3
2562232,2057859,4
2567026,1985859,1
2567026,136,2
2567026,307,3
2567026,4266,4
2568204,1501374,1
2568204,278304,2
2568204,1678557,3
2568204,1785054,4
2568862,323,1
2568862,273,2
2568862,268,3
2568862,369,4
2570858,461746,1
2570858,842737,2
2570858,4786698,3
2570858,1846447,4
2575968,364348,1
2575968,1036545,2
2575968,2906227,3
2575968,1770416,4
2575988,3042755,1
2575988,2554352,2
2575988,3091777,3
2575988,771414,4
2578508,2154960,1
2578508,1985893,2
2578508,1178424,3
2578508,5671708,4
2578560,4477261,1
2578560,3434305,2
2578560,2868110,3
2578560,3594330,4
2582496,3287038,1
2582496,5518972,2
2582496,4972453,3
2582496,644406,4
2582500,915208,1
2582500,6390427,2
2582500,5016878,3
2582500,1624,4
2582502,128,1
2582502,1086543,2
2582502,666739,3
2582502,1208167,4
2582802,1886602,1
2582802,799777,2
2582802,2552034,3
2582802,1663,4
2582846,940362,1
2582846,5052065,2
2582846,1822659,3
2582846,368,4
2584384,9877392,1
2584384,5057169,2
2584384,424060,3
2584384,169806,4
2592614,170,1
2592614,322513,2
2592614,5123,3
2592614,731575,4
2614684,1925239,1
2614684,2730580,2
2614684,365317,3
2614684,691586,4
2616280,315041,1
2616280,996942,2
2616280,2393045,3
2616280,55291,4
2618986,266441,1
2618986,429363,2
2618986,815370,3
2618986,204706,4
2625030,497631,1
2625030,158856,2
2625030,1058565,3
2625030,3663864,4
2625810,680983,1
2625810,939697,2
2625810,1540404,3
2625810,719678,4
2628232,1326,1
2628232,1096,2
2628232,1200692,3
2628232,138840,4
2631186,1659141,1
2631186,2281292,2
2631186,471447,3
2631186,766470,4
2632424,604784,1
2632424,319171,2
2632424,2322853,3
2632424,2100081,4
2637276,242,1
2637276,532235,2
2637276,1086543,3
2637276,1274797,4
2639254,701,1
2639254,614,2
2639254,1804,3
2639254,774386,4
2639336,1376,1
2639336,1631269,2
2639336,2140860,3
2639336,675110,4
2639344,1475,1
2639344,547,2
2639344,673,3
2639344,2253071,4
2647586,4898,1
2647586,4920,2
2647586,2023,3
2647586,3220170,4
2649554,788335,1
2649554,249291,2
2649554,379,3
2649554,3485845,4
2650978,727165,1
2650978,604349,2
2650978,3559009,3
2650978,4752229,4
2654580,881631,1
2654580,1013003,2
2654580,1310368,3
2654580,188871,4
2654620,1015684,1
2654620,103195,2
2654620,243806,3
2654620,404993,4
2660806,5049,1
2660806,267506,2
2660806,448252,3
2660806,1305105,4
2668134,1066974,1
2668134,1365209,2
2668134,5038813,3
2668134,299210,4
2671706,243,1
2671706,205626,2
2671706,376610,3
2671706,5381254,4
2675914,1745,1
2675914,4486,2
2675914,1914298,3
2675914,1939580,4
2678948,482320,1
2678948,897201,2
2678948,2570245,3
2678948,3164292,4
2679042,1670029,1
2679042,3799669,2
2679042,704270,3
2679042,1354,4
2679552,112,1
2679552,58029,2
2679552,8449717,3
2679552,5346194,4
2692250,1774,1
2692250,245,2
2692250,5562,3
2692250,1813,4
2692904,362766,1
2692904,1469236,2
2692904,2235721,3
2692904,778831,4
2699128,857620,1
2699128,312,2
2699128,1172,3
2699128,239,4
2701582,1140345,1
2701582,19885,2
2701582,103495,3
2701582,5607429,4
2707408,50959,1
2707408,12751900,2
2707408,609944,3
2707408,2933542,4
2709768,127373,1
2709768,832314,2
2709768,366389,3
2709768,1128572,4
2710104,245,1
2710104,1264,2
2710104,2312345,3
2710104,512934,4
2713180,93,1
2713180,479471,2
2713180,503567,3
2713180,671567,4
2717822,1165110,1
2717822,205626,2
2717822,2325018,3
2717822,910966,4
2717860,3510471,1
2717860,1796057,2
2717860,3150488,3
2717860,3726887,4
2718492,474492,1
2718492,5531398,2
2718492,4221607,3
2718492,871827,4
2719848,164809,1
2719848,7583273,2
2719848,942876,3
2719848,376540,4
2726560,2207222,1
2726560,1429380,2
2726560,257,3
2726560,1658935,4
2737304,113,1
2737304,5218990,2
2737304,518,3
2737304,5299,4
2752772,710447,1
2752772,815370,2
2752772,3625321,3
2752772,4524493,4
2758770,1311329,1
2758770,1361499,2
2758770,217221,3
2758770,4302325,4
2758880,82211,1
2758880,1489950,2
2758880,15130,3
2758880,3499207,4
2758950,1004,1
2758950,2172012,2
2758950,2419177,3
2758950,3269734,4
2762506,8152221,1
2762506,6203018,2
2762506,6320498,3
2762506,10076475,4
2763304,191,1
2763304,1971,2
2763304,1538,3
2763304,1015,4
2771200,914612,1
2771200,1405398,2
2771200,1812656,3
2771200,1265802,4
2771372,68338,1
2771372,230655,2
2771372,170186,3
2771372,1645313,4
2776878,1886602,1
2776878,3872230,2
2776878,3771184,3
2776878,2020278,4
2784936,4778,1
2784936,1013318,2
2784936,817748,3
2784936,973648,4
2785032,636942,1
2785032,493257,2
2785032,380632,3
2785032,2078666,4
2788432,5299,1
2788432,2807560,2
2788432,1250791,3
2788432,158846,4
2788710,290556,1
2788710,736622,2
2788710,1320827,3
2788710,135221,4
2788732,397171,1
2788732,602,2
2788732,4625502,3
2788732,4802218,4
2798920,204,1
2798920,492,2
2798920,1935086,3
2798920,938950,4
2799166,3358233,1
2799166,118617,2
2799166,641354,3
2799166,3047195,4
2802136,1337,1
2802136,933940,2
2802136,4068901,3
2802136,5583008,4
2802144,147,1
2802144,5473782,2
2802144,168,3
2802144,323,4
2802154,148516,1
2802154,1956600,2
2802154,535295,3
2802154,1284690,4
2802850,671,1
2802850,293509,2
2802850,2798112,3
2802850,4988,4
2805096,892,1
2805096,497522,2
2805096,1005514,3
2805096,2313758,4
2820852,4874,1
2820852,908094,2
2820852,425005,3
2820852,5458,4
2823054,1374980,1
2823054,2796745,2
2823054,447695,3
2823054,2201555,4
2832470,388473,1
2832470,2505635,2
2832470,771414,3
2832470,3202519,4
2848292,447695,1
2848292,2313103,2
2848292,2794962,3
2848292,811242,4
2854926,719637,1
2854926,1159180,2
2854926,2159926,3
2854926,358316,4
2855648,5637317,1
2855648,1303433,2
2855648,3668216,3
2855648,1388463,4
2861424,1551598,1
2861424,663177,2
2861424,334561,3
2861424,149950,4
2866360,2032150,1
2866360,827561,2
2866360,107183,3
2866360,1286,4
2869728,1084,1
2869728,366389,2
2869728,1754366,3
2869728,973,4
2870612,917347,1
2870612,1133651,2
2870612,388064,3
2870612,2476624,4
2870756,147,1
2870756,1297015,2
2870756,1315,3
2870756,512934,4
2872518,941777,1
2872518,818055,2
2872518,5210,3
2872518,593664,4
2872718,350453,1
2872718,623,2
2872718,200,3
2872718,1981893,4
2872732,424060,1
2872732,151,2
2872732,158856,3
2872732,906756,4
2873282,2225369,1
2873282,249291,2
2873282,774386,3
2873282,1648,4
2883434,126,1
2883434,818055,2
2883434,1843026,3
2883434,1107001,4
2883512,269463,1
2883512,375,2
2883512,424060,3
2883512,163,4
2884018,1055413,1
2884018,182839,2
2884018,7752797,3
2884018,7752798,4
2884206,685856,1
2884206,3081796,2
2884206,2793591,3
2884206,1779870,4
2888046,947447,1
2888046,3237713,2
2888046,1018221,3
2888046,5512,4
2891174,1940449,1
2891174,788335,2
2891174,368,3
2891174,317,4
2905838,4335,1
2905838,1229940,2
2905838,539497,3
2905838,219939,4
2910274,2809577,1
2910274,3821405,2
2910274,451,3
2910274,4460471,4
2910814,4154798,1
2910814,4972453,2
2910814,3354041,3
2910814,401,4
2910904,701,1
2910904,1114,2
2910904,2955013,3
2910904,915989,4
2911666,206,1
2911666,638824,2
2911666,654295,3
2911666,353,4
2917388,836343,1
2917388,941777,2
2917388,477127,3
2917388,164,4
2932536,601553,1
2932536,2322853,2
2932536,546,3
2932536,1404137,4
2937366,1431940,1
2937366,8336199,2
2937366,4395,3
2937366,6346864,4
2937696,4296357,1
2937696,388382,2
2937696,4554428,3
2937696,3614913,4
2937898,1209966,1
2937898,1567113,2
2937898,654648,3
2937898,5273,4
2944198,740371,1
2944198,1335291,2
2944198,132757,3
2944198,50156,4
2948356,329481,1
2948356,867,2
2948356,252961,3
2948356,2809577,4
2948372,4937,1
2948372,275486,2
2948372,636218,3
2948372,1344302,4
2948790,683253,1
2948790,2057036,2
2948790,560,3
2948790,5179,4
2960930,20329,1
2960930,2238815,2
2960930,1536605,3
2960930,2837093,4
2963254,2857778,1
2963254,922342,2
2963254,181787,3
2963254,1708957,4
2967006,176869,1
2967006,117339,2
2967006,1024311,3
2967006,1721217,4
2967224,702,1
2967224,5527,2
2967224,215682,3
2967224,1134612,4
2975578,342029,1
2975578,252238,2
2975578,1472917,3
2975578,760989,4
2975590,255,1
2975590,147147,2
2975590,10736,3
2975590,251986,4
2980516,1519666,1
2980516,428065,2
2980516,4350114,3
2980516,6240141,4
2980592,1405398,1
2980592,445992,2
2980592,2140860,3
2980592,601376,4
2980648,545,1
2980648,700875,2
2980648,2110485,3
2980648,3114649,4
2980696,1334869,1
2980696,3341156,2
2980696,380632,3
2980696,50737,4
2990140,621,1
2990140,6081322,2
2990140,6237346,3
2990140,5029,4
3006802,1495520,1
3006802,1537825,2
3006802,3795370,3
3006802,5310225,4
3007512,128,1
3007512,1385871,2
3007512,2541974,3
3007512,1456970,4
3011894,334882,1
3011894,555404,2
3011894,897640,3
3011894,823435,4
3014284,329,1
3014284,2002649,2
3014284,35488,3
3014284,3529685,4
3029556,2615398,1
3029556,297885,2
3029556,3191754,3
3029556,1328568,4
3029558,2615398,1
3029558,3191754,2
3029558,297885,3
3029558,251139,4
3032476,644022,1
3032476,781533,2
3032476,52186,3
3032476,264579,4
3040964,5888481,1
3040964,195,2
3040964,1426,3
3040964,252961,4
3042408,771713,1
3042408,1065929,2
3042408,617852,3
