film,oseba,mesto
218817,337,3
218817,1231,4
218922,104,1
218922,1401,2
218922,5048,3
218922,860233,4
218967,115,1
218967,495,2
218967,332,3
218967,5315,4
219699,949,1
219699,5017,2
219699,206,3
219699,610,4
219965,246,1
219965,671,2
219965,949,3
219965,4949,4
220580,1884,1
220580,690303,2
220580,768614,3
220580,530286,4
220832,4569,1
220832,794363,2
220832,481363,3
220832,766146,4
222012,352032,1
222012,451321,2
222012,611552,3
222012,4564,4
222851,1429,1
222851,538580,2
222851,4898,3
222851,441377,4
223897,228,1
223897,5286,2
223897,166,3
223897,1542,4
225071,182,1
225071,1029,2
225071,5438,3
225071,5024,4
227445,134,1
227445,1570,2
227445,8,3
227445,291,4
227538,891786,1
227538,754512,2
227538,104,3
227538,1303,4
228333,449,1
228333,1084,2
228333,427,3
228333,5458,4
228750,212,1
228750,128,2
228750,1556,3
228750,715622,4
230011,150,1
230011,1815,2
230011,123553,3
230011,160004,4
230030,409,1
230030,167,2
230030,640323,3
230030,794896,4
230600,173,1
230600,1172,2
230600,1217,3
230600,542635,4
230838,206,1
230838,234,2
230838,5042,3
230838,314524,4
231402,1357,1
231402,468957,2
231402,122716,3
231402,52186,4
231775,1674,1
231775,5093,2
231775,1590,3
231775,506405,4
232500,4874,1
232500,908094,2
232500,735442,3
232500,108287,4
233422,352032,1
233422,700869,2
233422,700875,3
233422,7102,4
233469,216,1
233469,491,2
233469,626202,3
233469,480,4
234215,206,1
234215,401,2
234215,5251,3
234215,915989,4
234829,5327,1
234829,4754,2
234829,911542,3
234829,498,4
235060,955471,1
235060,838944,2
235060,955613,3
235060,955517,4
235198,410903,1
235198,793402,2
235198,768017,3
235198,475165,4
235737,174,1
235737,352,2
235737,4965,3
235737,350079,4
235923,75724,1
235923,395777,2
235923,800737,3
235923,153100,4
236348,337,1
236348,5346,2
236348,206257,3
236348,542759,4
236493,93,1
236493,210,2
236493,1254,3
236493,799777,4
236784,112,1
236784,1691,2
236784,130,3
236784,7237,4
237534,494078,1
237534,1092,2
237534,753737,3
237534,1993,4
237572,197,1
237572,1125,2
237572,165101,3
237572,199840,4
238380,288,1
238380,293,2
238380,1833,3
238380,4875,4
238546,4691,1
238546,870204,2
238546,603413,3
238546,1641,4
238784,334179,1
238784,88127,2
238784,12962,3
238784,666398,4
238924,1085,1
238924,540441,2
238924,386472,3
238924,352,4
239195,698251,1
239195,1442184,2
239195,1441171,3
239195,1152785,4
239949,5098,1
239949,1287,2
239949,428963,3
239949,398,4
240772,123,1
240772,93,2
240772,210,3
240772,354,4
240890,131,1
240890,295,2
240890,5315,3
240890,5256,4
241025,702,1
241025,304801,2
241025,700856,3
241025,1667,4
241303,300,1
241303,1132,2
241303,547,3
241303,5251,4
241527,705356,1
241527,342488,2
241527,1321,3
241527,1749,4
242423,5110,1
242423,5405,2
242423,4950,3
242423,5448,4
242653,206,1
242653,401,2
242653,5251,3
242653,915989,4
243133,671,1
243133,531,2
243133,45937,3
243133,1254,4
243585,150,1
243585,133,2
243585,491402,3
243585,5151,4
243655,413,1
243655,1383,2
243655,795290,3
243655,603413,4
243736,1326,1
243736,815370,2
243736,182455,3
243736,872242,4
243862,77944,1
243862,433692,2
243862,836742,3
243862,304644,4
244244,237,1
244244,413168,2
244244,932,3
244244,332,4
244316,943150,1
244316,157805,2
244316,644521,3
244316,497662,4
244365,836,1
244365,82517,2
244365,86883,3
244365,444098,4
244970,171,1
244970,1427,2
244970,413168,3
244970,673,4
245046,949,1
245046,281424,2
245046,190206,3
245046,1130277,4
245429,153738,1
245429,687189,2
245429,997115,3
245429,383708,4
245562,115,1
245562,63440,2
245562,1780,3
245562,1187,4
245574,893941,1
245574,305558,2
245574,319843,3
245574,1004635,4
245674,1724,1
245674,2436,2
245674,1110,3
245674,498,4
245686,5450,1
245686,199590,2
245686,588222,3
245686,63440,4
245803,334,1
245803,5405,2
245803,454809,3
245803,734558,4
245844,1029,1
245844,1602,2
245844,11478,3
245844,1072611,4
246464,741,1
246464,623,2
246464,1804,3
246464,1744,4
246578,350453,1
246578,540441,2
246578,1521,3
246578,651660,4
246677,949,1
246677,610,2
246677,320969,3
246677,733625,4
247082,401,1
247082,1339,2
247082,247040,3
247082,844172,4
247196,849,1
247196,136,2
247196,307638,3
247196,283029,4
247586,201857,1
247586,667282,2
247586,854924,3
247586,1005131,4
247638,267,1
247638,4266,2
247638,1185,3
247638,525,4
247745,151540,1
247745,373571,2
247745,899282,3
247745,449466,4
248654,470244,1
248654,355910,2
248654,175814,3
248654,24404,4
248667,226,1
248667,4937,2
248667,685,3
248667,5522,4
249327,337751,1
249327,969901,2
249327,83671,3
249327,835688,4
249462,68260,1
249462,910278,2
249462,382402,3
249462,237237,4
250223,367,1
250223,2010,2
250223,213354,3
250223,899,4
250224,379,1
250224,379596,2
250224,1117,3
250224,1007810,4
250258,1953,1
250258,75321,2
250258,831440,3
250258,617852,4
250310,441592,1
250310,393,2
250310,5416,3
250310,916,4
250494,702,1
250494,5561,2
250494,4757,3
250494,205127,4
250687,5227,1
250687,5442,2
250687,155,3
250687,896735,4
250797,152,1
250797,178,2
250797,553648,3
250797,838059,4
251075,141,1
251075,428963,2
251075,194,3
251075,5405,4
251114,246,1
251114,268199,2
251114,5024,3
251114,369513,4
251160,243,1
251160,380,2
251160,1131193,3
251160,253708,4
251439,648866,1
251439,875442,2
251439,950830,3
251439,97765,4
251736,354085,1
251736,947,2
251736,608405,3
251736,600667,4
252028,255,1
252028,775,2
252028,1254,3
252028,1573,4
252076,182,1
252076,146,2
252076,1670,3
252076,1804,4
252299,1618,1
252299,1593,2
252299,438,3
252299,1277,4
252488,839017,1
252488,654805,2
252488,654744,3
252488,621870,4
252591,839017,1
252591,272240,2
252591,957526,3
252591,23062,4
253474,4778,1
253474,470981,2
253474,277975,3
253474,288976,4
253556,190,1
253556,288,2
253556,1713,3
253556,124930,4
253754,1772,1
253754,408,2
253754,653,3
253754,996,4
253828,839017,1
253828,32661,2
253828,621870,3
253828,784038,4
253867,139,1
253867,5048,2
253867,775,3
253867,11148,4
254481,4335,1
254481,4334,2
254481,6689,3
254481,4363,4
255589,432591,1
255589,453747,2
255589,128345,3
255589,417526,4
256276,569,1
256276,1173,2
256276,562,3
256276,383,4
256380,85312,1
256380,569,2
256380,4517,3
256380,899995,4
256415,702,1
256415,1131,2
256415,524197,3
256415,298,4
257044,158,1
257044,388382,2
257044,1005576,3
257044,14582,4
257076,168,1
257076,268199,2
257076,735442,3
257076,5112,4
257106,267506,1
257106,5541,2
257106,9919,3
257106,57221,4
257360,197,1
257360,204706,2
257360,551,3
257360,870,4
257516,207,1
257516,251986,2
257516,5577,3
257516,616550,4
257568,26364,1
257568,5278,2
257568,5535,3
257568,686,4
258000,149,1
258000,829576,2
258000,1845,3
258000,948267,4
258463,4376,1
258463,354,2
258463,177933,3
258463,654110,4
258470,350453,1
258470,1436,2
258470,5420,3
258470,1803,4
259446,889522,1
259446,179173,2
259446,176073,3
259446,1164392,4
260866,140,1
260866,293,2
260866,5261,3
260866,566084,4
260991,498472,1
260991,496932,2
260991,814280,3
260991,453705,4
261392,582939,1
261392,3620,2
261392,255,3
261392,26879,4
261983,325,1
261983,315342,2
261983,2117,3
261983,524197,4
262150,602836,1
262150,47155,2
262150,340067,3
262150,66291,4
262985,363736,1
262985,5452,2
262985,365826,3
262985,167342,4
263438,948000,1
263438,15988,2
263438,245176,3
263438,654741,4
263488,5312,1
263488,519043,2
263488,106534,3
263488,6970,4
263975,814734,1
263975,408381,2
263975,577281,3
263975,876228,4
264235,202970,1
264235,385644,2
264235,307531,3
264235,261435,4
264263,424216,1
264263,546640,2
264263,690686,3
264263,257424,4
264323,387,1
264323,5417,2
264323,4709,3
264323,1152653,4
264464,138,1
264464,158,2
264464,686,3
264464,640,4
264472,255,1
264472,168,2
264472,823940,3
264472,1057,4
264616,200,1
264616,190,2
264616,959,3
264616,641610,4
264935,113,1
264935,1035,2
264935,331516,3
264935,685856,4
265029,210,1
265029,131,2
265029,345,3
265029,1876,4
265086,1326,1
265086,191,2
265086,1744,3
265086,51509,4
265343,787462,1
265343,239267,2
265343,156858,3
265343,704694,4
265349,152,1
265349,1473,2
265349,251678,3
265349,870430,4
265459,245,1
265459,1567,2
265459,890232,3
265459,808057,4
265666,432,1
265666,569,2
265666,1378,3
265666,1774,4
265808,5134,1
265808,338381,2
265808,5182,3
265808,5259,4
266308,297885,1
266308,535329,2
266308,945500,3
266308,475752,4
266489,1774,1
266489,106,2
266489,1169742,3
266489,1213,4
266543,983,1
266543,1122,2
266543,1071252,3
266543,353,4
266697,235,1
266697,1016,2
266697,435,3
266697,514,4
266915,329,1
266915,676,2
266915,518821,3
266915,955471,4
266987,602,1
266987,93,2
266987,1517,3
266987,226820,4
267129,68788,1
267129,68819,2
267129,228086,3
267129,387243,4
267287,286085,1
267287,468651,2
267287,345616,3
267287,84248,4
267804,1472,1
267804,1303,2
267804,5148,3
267804,5458,4
267913,498,1
267913,5327,2
267913,1264,3
267913,4802,4
268126,115,1
268126,658,2
268126,177933,3
268126,842770,4
268380,1459,1
268380,491,2
268380,5380,3
268380,899681,4
268397,220635,1
268397,667326,2
268397,146903,3
268397,213648,4
268695,1602,1
268695,34733,2
268695,4692,3
268695,492373,4
268978,128,1
268978,438,2
268978,124,3
268978,1626,4
268995,120,1
268995,1445,2
268995,837,3
268995,218810,4
269095,134,1
269095,290556,2
269095,531,3
269095,244630,4
269389,267241,1
269389,677471,2
269389,637259,3
269389,693837,4
270288,5377,1
270288,106,2
270288,123,3
270288,210,4
270846,685,1
270846,281,2
270846,29502,3
270846,795981,4
270980,5110,1
270980,5346,2
270980,725200,3
270980,788340,4
271263,1191,1
271263,1705,2
271263,864490,3
271263,832852,4
271367,274,1
271367,1863,2
271367,855728,3
271367,424060,4
271383,618690,1
271383,578080,2
271383,136692,3
271383,289545,4
271668,1454,1
271668,1872,2
271668,272173,3
271668,4886,4
272020,602,1
272020,1254,2
272020,749263,3
272020,123733,4
272152,228,1
272152,313,2
272152,5203,3
272152,5569,4
272338,1191,1
272338,1833,2
272338,450,3
272338,28690,4
273923,4988,1
273923,85312,2
273923,4922,3
273923,365501,4
274117,1993,1
274117,222922,2
274117,332709,3
274117,674702,4
274166,100,1
274166,518,2
274166,1386,3
274166,212046,4
274558,658,1
274558,173,2
274558,194,3
274558,226820,4
274812,652,1
274812,350454,2
274812,1111,3
274812,690,4
275140,2062,1
275140,352,2
275140,792177,3
275140,5524,4
275230,473802,1
275230,620217,2
275230,739606,3
275230,286925,4
275491,305558,1
275491,555093,2
275491,194572,3
275491,319843,4
275773,1056120,1
275773,757049,2
275773,1200746,3
275773,559414,4
275847,153738,1
275847,761498,2
275847,119,3
275847,1773,4
276751,424,1
276751,396558,2
276751,1057,3
276751,806527,4
276816,339304,1
276816,1019734,2
276816,205127,3
276816,564697,4
276919,173,1
276919,79273,2
276919,2,3
276919,27683,4
277027,576,1
277027,201,2
277027,266824,3
277027,1848,4
277296,425005,1
277296,104526,2
277296,3817,3
277296,5026,4
277371,500200,1
277371,5326,2
277371,262635,3
277371,647638,4
277434,154,1
277434,656,2
277434,1427,3
277434,385,4
278238,482851,1
278238,538683,2
278238,724656,3
278238,71818,4
278488,541218,1
278488,714983,2
278488,44762,3
278488,258402,4
278500,391,1
278500,147,2
278500,640323,3
278500,702,4
278504,199,1
278504,245,2
278504,5476,3
278504,233027,4
278866,5579,1
278866,295115,2
278866,4813,3
278866,5254,4
279600,919991,1
279600,742146,2
279600,532928,3
279600,471036,4
279781,5538,1
279781,5558,2
279781,742146,3
279781,756089,4
280249,35635,1
280249,1254072,2
280249,618955,3
280249,1253273,4
280380,102,1
280380,234,2
280380,1482,3
280380,870204,4
280491,626362,1
280491,683116,2
280491,268297,3
280491,318383,4
280590,1191,1
280590,213,2
280590,1806,3
280590,184445,4
280707,1749,1
280707,202,2
280707,2091,3
280707,218,4
280720,592993,1
280720,1287,2
280720,673,3
280720,571106,4
280760,1085,1
280760,215,2
280760,156,3
280760,132,4
280969,426206,1
280969,501210,2
280969,642485,3
280969,716438,4
281322,648,1
281322,609,2
281322,393,3
281322,740264,4
281358,601553,1
281358,922342,2
281358,1075,3
281358,435,4
281373,421,1
281373,336,2
281373,5437,3
281373,629667,4
282209,1015096,1
282209,146536,2
282209,1112328,3
282209,1064987,4
282687,1401,1
282687,122653,2
282687,1724,3
282687,437283,4
283026,103038,1
283026,159776,2
283026,32375,3
283026,123632,4
283084,88127,1
283084,5044,2
283084,651,3
283084,458,4
283111,5351,1
283111,5346,2
283111,1513,3
283111,671980,4
283139,201,1
283139,250,2
283139,705,3
283139,517844,4
283632,716438,1
283632,89456,2
283632,256121,3
283632,231436,4
283832,272,1
283832,322,2
283832,201638,3
283832,366,4
284837,56187,1
284837,729256,2
284837,478834,3
284837,1169988,4
284978,562,1
284978,5154,2
284978,911,3
284978,916448,4
285331,662,1
285331,707476,2
285331,76167,3
285331,371660,4
285462,421,1
285462,764445,2
285462,761052,3
285462,407,4
285492,558182,1
285492,943870,2
285492,475129,3
285492,272536,4
285531,151,1
285531,5048,2
285531,5134,3
285531,507073,4
285742,671,1
285742,932,2
285742,801231,3
285742,1102991,4
285823,104,1
285823,161,2
285823,136,3
285823,353,4
285861,450,1
285861,378,2
285861,457,3
285861,1999,4
286106,154,1
286106,1618,2
286106,191412,3
286106,1113550,4
286112,159507,1
286112,955505,2
286112,939431,3
286112,628806,4
286244,1379544,1
286244,232357,2
286244,732220,3
286244,1356853,4
286306,68260,1
286306,175860,2
286306,236026,3
286306,289114,4
286486,4821,1
286486,413052,2
286486,439813,3
286486,1634,4
286499,619406,1
286499,461136,2
286499,1667,3
286499,451600,4
286716,51509,1
286716,124,2
286716,385,3
286716,524197,4
287467,282936,1
287467,194572,2
287467,334882,3
287467,914455,4
287717,891786,1
287717,754512,2
287717,104,3
287717,1303,4
288439,146915,1
288439,4936,2
288439,365826,3
288439,597223,4
288477,523,1
288477,321,2
288477,253035,3
288477,4993,4
288937,111197,1
288937,1327832,2
288937,3159020,3
288937,1494183,4
289043,614165,1
289043,365140,2
289043,1172,3
289043,658099,4
289765,164,1
289765,1570,2
289765,146,3
289765,172,4
289848,134,1
289848,345,2
289848,1435,3
289848,899995,4
289879,5110,1
289879,5442,2
289879,1828,3
289879,711805,4
289992,228,1
289992,701,2
289992,1473,3
289992,454598,4
290002,1774,1
290002,134,2
290002,1100,3
290002,1632,4
290095,329,1
290095,1349,2
290095,5042,3
290095,529,4
290223,945322,1
290223,185214,2
290223,3638941,3
290223,950830,4
290334,1772,1
290334,413168,2
290334,932,3
290334,5212,4
290673,899,1
290673,1993,2
290673,243355,3
290673,696353,4
290978,315041,1
290978,293509,2
290978,188871,3
290978,205063,4
291350,796153,1
291350,959936,2
291350,468708,3
291350,1046347,4
291376,438463,1
291376,611552,2
291376,700869,3
291376,505323,4
292490,451148,1
292490,451307,2
292490,451379,3
292490,6689,4
292506,199,1
292506,268199,2
292506,5256,3
292506,532683,4
292542,201857,1
292542,22765,2
292542,1903,3
292542,87249,4
292644,4735,1
292644,813812,2
292644,815370,3
292644,4754,4
292800,126023,1
292800,395777,2
292800,217221,3
292800,551223,4
292963,450,1
292963,160,2
292963,1215,3
292963,673,4
293429,1167985,1
293429,2537621,2
293429,493257,3
293429,3029144,4
293508,124930,1
293508,2536,2
293508,933940,3
293508,1669,4
293564,329,1
293564,676,2
293564,1884,3
293564,760796,4
293662,5458,1
293662,795517,2
293662,776580,3
293662,75710,4
294870,4875,1
294870,378880,2
294870,206257,3
294870,710829,4
295178,196,1
295178,461498,2
295178,1293,3
295178,1868,4
295297,705356,1
295297,342488,2
295297,914612,3
295297,1321,4
295427,1022,1
295427,261170,2
295427,332390,3
295427,981,4
295700,244630,1
295700,5438,2
295700,4825,3
295700,4993,4
295701,4874,1
295701,782,2
295701,190744,3
295701,168,4
296042,38355,1
296042,1071413,2
296042,875354,3
296042,837282,4
296574,222426,1
296574,482320,2
296574,463539,3
296574,84443,4
297162,4820,1
297162,219,2
297162,61307,3
297162,750019,4
297181,552,1
297181,5562,2
297181,463,3
297181,532,4
297494,932302,1
297494,1052894,2
297494,1075468,3
297494,537410,4
298130,915208,1
298130,376540,2
298130,4051,3
298130,233562,4
298148,196,1
298148,552,2
298148,139,3
298148,267,4
298203,4896,1
298203,5261,2
298203,107,3
298203,1616,4
298814,1173,1
298814,5476,2
298814,5148,3
298814,339304,4
299172,1132,1
299172,421,2
299172,236,3
299172,1642,4
299977,1472,1
299977,504897,2
299977,1041,3
299977,955471,4
300051,255,1
300051,239,2
300051,1211485,3
300051,8640,4
300471,329,1
300471,5562,2
300471,939056,3
300471,1093951,4
300532,98378,1
300532,735442,2
300532,205127,3
300532,1149633,4
301357,117709,1
301357,765911,2
301357,451122,3
301357,525518,4
301976,331516,1
301976,332,2
301976,228,3
301976,5098,4
302640,1705,1
302640,1046097,2
302640,267506,3
302640,492932,4
303714,1084,1
303714,147825,2
303714,1073992,3
303714,26364,4
303816,480465,1
303816,835045,2
303816,4867,3
303816,898597,4
304141,705356,1
304141,914612,2
304141,342488,3
304141,341743,4
304415,210,1
304415,379,2
304415,5466,3
304415,350454,4
304669,741,1
304669,107748,2
304669,593310,3
304669,5156,4
305206,316079,1
305206,75849,2
305206,670688,3
305206,1423738,4
305224,197,1
305224,1191,2
305224,673,3
305224,350079,4
305357,106,1
305357,5154,2
305357,139,3
305357,5170,4
305711,5110,1
305711,5261,2
305711,437283,3
305711,608378,4
306047,267506,1
306047,221,2
306047,356021,3
306047,97,4
306414,922035,1
306414,714698,2
306414,812308,3
306414,682495,4
306434,821,1
306434,474774,2
306434,784047,3
306434,992000,4
307453,226,1
307453,134,2
307453,250,3
307453,1401,4
307479,123,1
307479,1523,2
307479,876300,3
307479,205626,4
307901,1570,1
307901,1608,2
307901,450,3
307901,206257,4
307987,671,1
307987,5170,2
307987,334179,3
307987,615,4
308208,104,1
308208,5154,2
308208,650,3
308208,1344,4
308379,475878,1
308379,1287602,2
308379,1290029,3
308379,594655,4
308383,164,1
308383,173,2
308383,438,3
308383,641,4
308506,510168,1
308506,5151,2
308506,4820,3
308506,814259,4
308644,136,1
308644,701,2
308644,1046,3
308644,593664,4
309593,176882,1
309593,5123,2
309593,865302,3
309593,484678,4
309820,1212,1
309820,4486,2
309820,1811,3
309820,547,4
309912,402271,1
309912,68260,2
309912,1626,3
309912,980,4
309987,685856,1
309987,308039,2
309987,1200692,3
309987,151250,4
310775,814280,1
310775,793784,2
310775,46277,3
310775,510546,4
311289,479471,1
311289,244,2
311289,685,3
311289,625789,4
311429,125,1
311429,870204,2
311429,933959,3
311429,2076,4
311519,671326,1
311519,653669,2
311519,879365,3
311519,631112,4
312004,758608,1
312004,307,2
312004,146,3
312004,443153,4
312081,5408,1
312081,192505,2
312081,203221,3
312081,816844,4
312172,1724,1
312172,337020,2
312172,505971,3
312172,5025,4
312528,196,1
312528,107748,2
312528,266824,3
312528,285,4
312549,949,1
312549,268199,2
312549,2084,3
312549,1354,4
312843,410903,1
312843,619185,2
312843,389880,3
312843,766502,4
313043,325,1
313043,698346,2
313043,735226,3
313043,513010,4
313196,305558,1
313196,847799,2
313196,333466,3
313196,32793,4
313542,131,1
313542,1838,2
313542,432,3
313542,163,4
313737,113,1
313737,424,2
313737,1860,3
313737,412374,4
313792,95,1
313792,4755,2
313792,207,3
313792,362,4
314067,224441,1
314067,227708,2
314067,1155994,3
314067,1156680,4
314331,424,1
314331,567356,2
314331,553,3
314331,1473,4
314353,246,1
314353,369513,2
314353,899,3
314353,907708,4
314412,1631,1
314412,5454,2
314412,749263,3
314412,914455,4
314498,424060,1
314498,159776,2
314498,262635,3
314498,1211344,4
315327,120,1
